C:\Users\Sunny\Desktop\Data\IMG\center_2022_05_24_21_25_18_891.jpg, C:\Users\Sunny\Desktop\Data\IMG\left_2022_05_24_21_25_18_891.jpg, C:\Users\Sunny\Desktop\Data\IMG\right_2022_05_24_21_25_18_891.jpg, 0, 0, 0, 8.187402E-05
C:\Users\Sunny\Desktop\Data\IMG\center_2022_05_24_21_25_18_994.jpg, C:\Users\Sunny\Desktop\Data\IMG\left_2022_05_24_21_25_18_994.jpg, C:\Users\Sunny\Desktop\Data\IMG\right_2022_05_24_21_25_18_994.jpg, 0, 0, 0, 8.287242E-05
C:\Users\Sunny\Desktop\Data\IMG\center_2022_05_24_21_25_19_096.jpg, C:\Users\Sunny\Desktop\Data\IMG\left_2022_05_24_21_25_19_096.jpg, C:\Users\Sunny\Desktop\Data\IMG\right_2022_05_24_21_25_19_096.jpg, 0, 0, 0, 8.183131E-05
C:\Users\Sunny\Desktop\Data\IMG\center_2022_05_24_21_25_19_207.jpg, C:\Users\Sunny\Desktop\Data\IMG\left_2022_05_24_21_25_19_207.jpg, C:\Users\Sunny\Desktop\Data\IMG\right_2022_05_24_21_25_19_207.jpg, 0, 0, 0, 8.192294E-05
C:\Users\Sunny\Desktop\Data\IMG\center_2022_05_24_21_25_19_316.jpg, C:\Users\Sunny\Desktop\Data\IMG\left_2022_05_24_21_25_19_316.jpg, C:\Users\Sunny\Desktop\Data\IMG\right_2022_05_24_21_25_19_316.jpg, 0, 0, 0, 8.187423E-05
C:\Users\Sunny\Desktop\Data\IMG\center_2022_05_24_21_25_19_424.jpg, C:\Users\Sunny\Desktop\Data\IMG\left_2022_05_24_21_25_19_424.jpg, C:\Users\Sunny\Desktop\Data\IMG\right_2022_05_24_21_25_19_424.jpg, 0, 0, 0, 8.187188E-05
C:\Users\Sunny\Desktop\Data\IMG\center_2022_05_24_21_25_19_532.jpg, C:\Users\Sunny\Desktop\Data\IMG\left_2022_05_24_21_25_19_532.jpg, C:\Users\Sunny\Desktop\Data\IMG\right_2022_05_24_21_25_19_532.jpg, 0, 0, 0, 8.253082E-05
C:\Users\Sunny\Desktop\Data\IMG\center_2022_05_24_21_25_19_634.jpg, C:\Users\Sunny\Desktop\Data\IMG\left_2022_05_24_21_25_19_634.jpg, C:\Users\Sunny\Desktop\Data\IMG\right_2022_05_24_21_25_19_634.jpg, 0, 0, 0, 8.2133E-05
C:\Users\Sunny\Desktop\Data\IMG\center_2022_05_24_21_25_19_735.jpg, C:\Users\Sunny\Desktop\Data\IMG\left_2022_05_24_21_25_19_735.jpg, C:\Users\Sunny\Desktop\Data\IMG\right_2022_05_24_21_25_19_735.jpg, 0, 0, 0, 8.267278E-05
C:\Users\Sunny\Desktop\Data\IMG\center_2022_05_24_21_25_19_842.jpg, C:\Users\Sunny\Desktop\Data\IMG\left_2022_05_24_21_25_19_842.jpg, C:\Users\Sunny\Desktop\Data\IMG\right_2022_05_24_21_25_19_842.jpg, 0, 0, 0, 8.20272E-05
C:\Users\Sunny\Desktop\Data\IMG\center_2022_05_24_21_25_19_952.jpg, C:\Users\Sunny\Desktop\Data\IMG\left_2022_05_24_21_25_19_952.jpg, C:\Users\Sunny\Desktop\Data\IMG\right_2022_05_24_21_25_19_952.jpg, 0, 0, 0, 8.429188E-05
C:\Users\Sunny\Desktop\Data\IMG\center_2022_05_24_21_25_20_053.jpg, C:\Users\Sunny\Desktop\Data\IMG\left_2022_05_24_21_25_20_053.jpg, C:\Users\Sunny\Desktop\Data\IMG\right_2022_05_24_21_25_20_053.jpg, 0, 0.2634753, 0, 0.1687116
C:\Users\Sunny\Desktop\Data\IMG\center_2022_05_24_21_25_20_165.jpg, C:\Users\Sunny\Desktop\Data\IMG\left_2022_05_24_21_25_20_165.jpg, C:\Users\Sunny\Desktop\Data\IMG\right_2022_05_24_21_25_20_165.jpg, 0, 0.6286728, 0, 0.8826879
C:\Users\Sunny\Desktop\Data\IMG\center_2022_05_24_21_25_20_265.jpg, C:\Users\Sunny\Desktop\Data\IMG\left_2022_05_24_21_25_20_265.jpg, C:\Users\Sunny\Desktop\Data\IMG\right_2022_05_24_21_25_20_265.jpg, 0, 0.933566, 0, 1.865608
C:\Users\Sunny\Desktop\Data\IMG\center_2022_05_24_21_25_20_373.jpg, C:\Users\Sunny\Desktop\Data\IMG\left_2022_05_24_21_25_20_373.jpg, C:\Users\Sunny\Desktop\Data\IMG\right_2022_05_24_21_25_20_373.jpg, 0, 1, 0, 3.057012
C:\Users\Sunny\Desktop\Data\IMG\center_2022_05_24_21_25_20_482.jpg, C:\Users\Sunny\Desktop\Data\IMG\left_2022_05_24_21_25_20_482.jpg, C:\Users\Sunny\Desktop\Data\IMG\right_2022_05_24_21_25_20_482.jpg, 0, 1, 0, 4.462796
C:\Users\Sunny\Desktop\Data\IMG\center_2022_05_24_21_25_20_589.jpg, C:\Users\Sunny\Desktop\Data\IMG\left_2022_05_24_21_25_20_589.jpg, C:\Users\Sunny\Desktop\Data\IMG\right_2022_05_24_21_25_20_589.jpg, 0, 1, 0, 5.623943
C:\Users\Sunny\Desktop\Data\IMG\center_2022_05_24_21_25_20_693.jpg, C:\Users\Sunny\Desktop\Data\IMG\left_2022_05_24_21_25_20_693.jpg, C:\Users\Sunny\Desktop\Data\IMG\right_2022_05_24_21_25_20_693.jpg, 0, 1, 0, 6.773962
C:\Users\Sunny\Desktop\Data\IMG\center_2022_05_24_21_25_20_797.jpg, C:\Users\Sunny\Desktop\Data\IMG\left_2022_05_24_21_25_20_797.jpg, C:\Users\Sunny\Desktop\Data\IMG\right_2022_05_24_21_25_20_797.jpg, 0, 1, 0, 7.912805
C:\Users\Sunny\Desktop\Data\IMG\center_2022_05_24_21_25_20_903.jpg, C:\Users\Sunny\Desktop\Data\IMG\left_2022_05_24_21_25_20_903.jpg, C:\Users\Sunny\Desktop\Data\IMG\right_2022_05_24_21_25_20_903.jpg, 0, 1, 0, 9.264831
C:\Users\Sunny\Desktop\Data\IMG\center_2022_05_24_21_25_21_010.jpg, C:\Users\Sunny\Desktop\Data\IMG\left_2022_05_24_21_25_21_010.jpg, C:\Users\Sunny\Desktop\Data\IMG\right_2022_05_24_21_25_21_010.jpg, 0, 1, 0, 10.37939
C:\Users\Sunny\Desktop\Data\IMG\center_2022_05_24_21_25_21_121.jpg, C:\Users\Sunny\Desktop\Data\IMG\left_2022_05_24_21_25_21_121.jpg, C:\Users\Sunny\Desktop\Data\IMG\right_2022_05_24_21_25_21_121.jpg, 0, 1, 0, 11.53692
C:\Users\Sunny\Desktop\Data\IMG\center_2022_05_24_21_25_21_229.jpg, C:\Users\Sunny\Desktop\Data\IMG\left_2022_05_24_21_25_21_229.jpg, C:\Users\Sunny\Desktop\Data\IMG\right_2022_05_24_21_25_21_229.jpg, 0, 1, 0, 12.76115
C:\Users\Sunny\Desktop\Data\IMG\center_2022_05_24_21_25_21_333.jpg, C:\Users\Sunny\Desktop\Data\IMG\left_2022_05_24_21_25_21_333.jpg, C:\Users\Sunny\Desktop\Data\IMG\right_2022_05_24_21_25_21_333.jpg, 0, 1, 0, 13.74263
C:\Users\Sunny\Desktop\Data\IMG\center_2022_05_24_21_25_21_448.jpg, C:\Users\Sunny\Desktop\Data\IMG\left_2022_05_24_21_25_21_448.jpg, C:\Users\Sunny\Desktop\Data\IMG\right_2022_05_24_21_25_21_448.jpg, 0, 1, 0, 14.96178
C:\Users\Sunny\Desktop\Data\IMG\center_2022_05_24_21_25_21_548.jpg, C:\Users\Sunny\Desktop\Data\IMG\left_2022_05_24_21_25_21_548.jpg, C:\Users\Sunny\Desktop\Data\IMG\right_2022_05_24_21_25_21_548.jpg, 0, 1, 0, 16.2113
